,Title,Company,Location,Link,Review,Salary,Description,Crawl Time,Crawl Date
23,Product Business Analyst,POSist Technologies,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=65648721a6c06314&fccid=48ce645e6012e898&vjs=3,None,None,"Experience: 2-5 years
Location: Delhi (POSist HQ)

Are you passionate about joining a fast-growing tech firm? Do you have strong analytical skills and apply first principle methods to solving a problem? Are you a demonstrated team player with strategic holistic thinking and drive execution effectively? Can you turn raw data into meaningful business impact? We want to hear from you!

As a PBA, you’ll be a part of the central Product team which works on strategic projects geared towards the growth of the firm. You have to don many hats, – some days you will be a designer, a coder, a project manager, a data analyst or even a team leader. The right person for this role – has a strong sense of ownership and exceptional problem-solving skills with a great track record on delivering project goals and is comfortable working with cross-functional team members and leaders at the same time.
Responsibilities:
Drive high-quality analyses on key strategic decisions combining many factors and data.
Collaborate with developers, designers, sales, marketing, and business teams to facilitate outcome development on strategic initiatives.
Keep a detailed eye on customer success and business opportunities across the Product
Play a key role in executing internal growth projects by identifying operational weaknesses and innovate and hand hold new processes to make the teams efficient.
Maintain detailed process documents and regular MIS reports to senior stakeholders

Skills Checklist:
Experience in an Analyst or Project Management role with demonstrated impact.
Excellent communication skills and can work freely with everyone from an intern to senior leadership.
Action and impact-oriented while delivering high levels of quality at work – at speed.
High sense of ownership – and willingness to take initiative and be self-serving.
Excellent Excel/ data management skills – and an open mind to learn more.
Data modeling, statistical and SQL experience will be a plus.
Prior Product Management/ Analyst experience will be a big plus.",20:18:19,04/01/2021
24,Business Analyst,Crypto Mize,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=880ca23a195e2aaf&fccid=bdad58a8df3ba8a4&vjs=3,None,None,"NOW
Business Analyst Responsibilities
Apply for Business Analyst Internship and Training
Business Analyst Internship in Delhi at CryptoMize - Check Out Business Analysis Training and Internship For Freshers with Skills, Qualifications, Role, Profile. Business analyst role is to Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality. data analytics training includes Acquire data from primary or secondary data sources and maintain databases/data systems. Identify, analyse, and interpret trends or patterns in complex data sets. Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems. Business analyst Profile is a research discipline of identifying business needs and determining solutions to business problems. Solutions often include a software-systems development component, but may also consist of process improvement, organizational change or strategic planning and policy development. The person who carries out this task is called a business data analyst.
Business Analyst Career Path
Business Analyst Requirements
Business Analyst Job Description


Managing master data, including creation, updates, and deletion.
Managing users and user roles.
Provide quality assurance of imported data, working with quality assurance analyst if necessary.
Commissioning and decommissioning of data sets.
Processing confidential data and information according to guidelines.
Helping develop reports and analysis.
Managing and designing the reporting environment, including data sources, security, and metadata.
Supporting the data warehouse in identifying and revising reporting requirements.
Supporting initiatives for data integrity and normalization.
Assessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems.
Generating reports from single or multiple systems.
Troubleshooting the reporting database environment and reports.
Evaluating changes and updates to source production systems.
Training end users on new reports and dashboards.
Providing technical expertise on data storage structures, data mining, and data cleansing.
Business Analyst Qualifications


Business Analyst Fresher Internship
Bachelor’s degree from an accredited university or college in computer science.
Work experience as a data analyst or in related field.
Ability to work with stakeholders to assess potential risks.
Ability to analyze existing tools and databases and provide software solution recommendations.
Ability to translate business requirements into non-technical, lay terms.
High-level experience in methodologies and processes for managing large scale databases.
Demonstrated experience in handling large data sets and relational databases.
Understanding of addressing and metadata standards.
High-level written and verbal communication skills.
Why Us?
Why are we so amazing?
YUMMY
Our awesome chef prepares freshly Maison-made breakfasts, lunches, diners, beverages, coffees everyday to provide the fuel you need to innovate and Execute Best Ideas.
EVENTS AND HACKATHONS
Want to organize, talk or attend an event? We give you two days per month to attend or organize team-buildings, conferences, trainings, meetups or hackathons.
COMPANY OUTINGS
Work hard, play hard! We have an in-house bar with a large choice of wines, beers and arcade games. Plus, we organize memorable & engaging team events at least twice a month.
ELITEBOOK OR ALIENWARE
Choose your laptop, Elitebook or Alienware on your first day to get your job done. Fun fact: We didn’t find any laptop or Hardware able to compute as fast as our team members.
FLEXIBLE EVERYTHING
We choose to work in a flex office environment to grow new collaborative ideas and practices. We work in small product oriented teams to focus & execute faster.
NO DIPLOMAS REQUIRED
At CryptoMize, we don’t care about your degrees, we only care about what you know. Your skillset will be evaluated in regard to your technical experiences and skills.
Related Job Openings
Other Related Job Openings at CryptoMize in the Similar Category
Marketing Researcher
Marketing Analyst
Market Research Analyst",20:18:21,04/01/2021
25,Business Analyst,Root Info Solution,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=87915d260bab334f&fccid=e277eee2e3534d73&vjs=3,None,None,"Avi Root Info Solutions is hiring for a ""Business Analyst"" resource for New Delhi.

Job Role: - Business Analyst

Location: - Ready to work remotely.

Experience: - 1 - 4 years

Job Type: - Permanent Full-time

No. of openings: - 2

Key Skills: - Documentation, Problem Solving, Outline Problem, Team Work

Job Description: -

Responsible for creating the business and functional requirements necessary for creating software that meets customer needs meets expected delivery dates and delivers exceptional quality.
Acts as a resource on features and operation of the software, assists with or provides high-level support to clients, and participates in troubleshooting reported errors and software defects.
The candidate is also responsible for researching and responding to Software Enhancement requests from clients and other staff members and for creating functional requirement documentation for the design of new feature functionality.
Responsible for review and analysis of existing software defects to ensure our software continues to meet the needs of our existing client base and resolves issues that could be driven by workflows or patient safety issues.
Demonstrate the product changes which will include defects, changes to existing functionality and new requirements to the internal teams.
Coordinate with internal and external customers during the complete life cycle of the project starting from requirement gathering to deployment and define, refine, and assess requirements.
Should Posses good English communication skills both written and verbal.
Must understand the technologies both Web and Mobile.
Should work under pressure and in a team.

Education Qualification: -

B.tech/ BE/ BBA/ MBA/ BCA

Good communication (verbal & written)",20:18:24,04/01/2021
26,Business Analyst,Coforge,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=940aaa6f9e9880de&fccid=5e6e46282ff9fe8f&vjs=3,None,None,"Job Description :
Business Analysis, its impact and gap analysis skills. ? Preparing BRD, FSD and User guides. ? QA Testing (Functional and Manual), Test Case preparation, Test Scripting, Test execution. ? Experience in UAT testing with end users. ? Experience in Project & Team Management. ? Experience in conducting internal and external Trainings

0.00-50.00 Years",20:18:26,04/01/2021
27,Marketing Analyst EMEA,ELEMENTS Global Services,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=f78996d04808daaf&fccid=a81936551e7ad03b&vjs=3,None,None,"We are seeking a proactive and globally minded analyst to coordinate and deliver data-led insights to elevate content and ensure we are reaching our target audience with the right message.
A key member of the team, you will be responsible for generating actionable market and customer intelligence. These insights fuel the creation and optimization of content that is designed to promote Elements Global Services as the industry leader. With strong analytical and critical thinking, you will be fully informed on market trends, other parties research and implement best practices throughout.
Key Responsibilities:
Provide data-led insights to drive the creation of content
Partner with internal stakeholders for long and short-term projects
Responsible for tracking, reporting, and analyzing the performance of marketing activities, ad-hoc analytic requests, and development/automation of regular reports
Analyzes external and internal customer data to predict and evaluates customers’ online behavior
Interpret data, formulate reports and make recommendations that are evidence based
Analyzes A/B and multivariate tests, communicate results and provide recommendations
Creates PowerPoint presentations to provide market and customer insights
Devise and/or evaluate methods for collecting data (surveys, questionnaires, opinion polls)
Advises other marketing functions as the knowledge owner for customer and market data
Requirements and qualifications:
2 years of work experience in marketing research, statistical or data analysis (or academic equivalent)
Strong organizational, communication and presentation skills
Proven ability in handling concurrent projects with attention to detail and accuracy
Experience building and automating management level reporting
Possess search engines, web analytics and business research tools acumen
Proficiency in Microsoft Office Suite Preferred
This position description may not describe all duties, responsibilities, and skills associated with this position. It is intended to portray the major aspects of the job. Other duties or skills may be required.
At Elements Global Services, we consider ourselves a global team and as a team player, you are expected to be flexible where necessary to meet the needs of the wider business.
Elements provide equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",20:18:28,04/01/2021
28,BUSINESS ANALYST,Manav Management Group,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=02ed9626bc0ddce6&fccid=0e1ae00043c7c3b0&vjs=3,None,"₹2,50,000 - ₹6,50,000 a year","Delhi


Document analysis, requirements workshops, surveys, business process
descriptions, use cases, scenarios, business analysis, and task and workflow
analysis.
Critically evaluate information gathered from multiple sources, reconcile conflicts,
decompose high-level information into details, abstract up from low-level information
to a general understanding, and distinguish user requests from the underlying true
needs.
Pro-actively communicate and collaborate with clients/users to analyze information
needs and functional requirements.
Web and mobile based application background Excellent verbal and written
communication skills and the ability to interact professionally with a diverse group,
executives, managers, and subject matter experts.
Serve as the conduit between the users, software development and the QA team
through which requirements flow. Develop requirements specifications such as
Business Requirements Document, use cases, wire-frames UI side, process flows
according to standard templates, using natural language.
Experience
3 - 6 Years

Salary
2 Lac 50 Thousand To 6 Lac 50 Thousand P.A.

Industry
Analytic and Business Intelligence

Qualification
Other Bachelor Degree, M.B.A/PGDM

Key Skills
BUSINESS ANALYST


About Company
Company Name
Manav Management Group


About Company
Urgent Hiring For BUSINESS ANALYST

Email ID
manavmanagementgroup@gmail.com",20:18:29,04/01/2021
29,Business Analyst,Ruitlabs India Private Limited,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=bfc82291f95dbdc1&fccid=cecd2792dab4419c&vjs=3,None,None,"Urgent need for Business Analyst with IBM Sterling OMS with web call center experience along with web call center.
Job Position (Title) Business Analyst for Retail domain - (IBM Sterling OMS)
Experience Required 8+ Years
Job Type Contractual 9+ months
Location Gurugram


Role and Responsibilities

More than 8 years of experience as a Business Analyst.
Hands-on experience in Retail domain and IBM Sterling is mandatory.
Good knowledge of IBM Web UI would be an advantage.
Rich experience in gathering functional requirements, designing custom interfaces, data flow diagrams, and functional designs.
Expertise in OMS functional flows, order fulfilment, web call center, omnichannel e-commerce processes, and more.
Good planning and time management skills.
Serve as a subject-matter expert for all features and functionalities.
Work with the product owners to gain an intimate knowledge of relevant business systems. Participate in functional design sessions.
Analyze and document business needs, system integration, solution design or mapping, and data requirements.
Participate in IT QA processes (SIT, UAT, etc.) and provide appropriate insights to approve business system changes whenever they are tested and delivered.
Communicate effectively with business partners, all levels of management, internal technical professionals, remote teams, and external vendors using good presentation skills.",20:18:32,04/01/2021
30,Business Analyst with 1-2 years experience,Ergebins Technologies Pvt Ltd,"Delhi, Delhi",https://in.indeed.com/company/Ergebins-Technologies-Pvt-Ltd/jobs/Business-Analyst-Year-Experience-ff968da6c2b7513c?fccid=20b2fed5b4457ced&vjs=3,None,"₹2,00,000 - ₹5,00,000 a year","Ergebins Technologies Private Limited is an Indian IT Startup registered under DIPP for its Blockchain Expertise. Ergebins Technologies has the team of young professionals for delivering the projects related to IT consulting, Business Analysis. Software development, Mobile App Development, SEO/ Digital Marketing and Business Analytics.
Ergebins Technologies is looking for a candidate for the profile of Business Analysis for the role of Business Anlayst with the Sills mentioned below:
Knowledge of business analysis principles
Knowledge of scrum and agile practices
Experience in preparing technical documents such as BRD, SRS, Scope documents
Experience in writing/ creating use cases, test cases, user stories, and UML diagrams - process flow diagrams, use case diagrams, etc.
Should have good communication - Verbal and Writing skills
Should be eager to learn business analysis
Tools Knowledge: JIRA, Confluence, Coda, MS Visio, draw.io
Qualification: B.tech in Computer Science / MCA
Experience: 1-2 years
Desired Certifications:
ECBA/ CCBA/ CBAP/ CCA from International Institute of Business Analysis
CSM/ CSPO from Scrum Alliance
Remuneration: As per candidate skills / experience and industry standards ( 2-5 lacs)
Job Types: Full-time, Fresher
Salary: ₹200,000.00 - ₹500,000.00 per year
Schedule:
Day shift
Evening shift
Flexible shift
Monday to Friday
Night shift
Experience:
Business Analyst: 3 years (Required)
3: 1 year (Required)
3 years : 1 year (Required)
Education:
Bachelor's (Required)
Location:
Delhi, Delhi (Required)
Language:
English (Required)
Work Remotely:
Temporarily due to COVID-19",20:18:40,04/01/2021
31,Business Analyst,RGF Professional Recruitment,Delhi,https://in.indeed.com/rc/clk?jk=11bd5251d4b09a2e&fccid=3fd016e76501eb7e&vjs=3,None,None,"Company Overview
Overview
SunSource Energy, a proven Solar Energy developer with a global presence, provides end-to-end solar project development, financing, EPC & O&M services. SunSource Energy is present across India, United States, Philippines, Vietnam, Singapore, Middle East and Africa.
SunSource, with a team of over 150+ solar professionals, is an investee company of State Bank Of India Group (SBI) and U.K. Government.
SunSource Energy’s service offerings are backed by decades of global, utility-scale and rooftop solar project development and execution experience.


Support in research, data analytics and presentations pertaining to customers, trends in industry and market.
 Analyze and present data to enable decision making by the CEO/ President.
 Monitor target v/s achievement on regular basis of all BD pipelines, part of review team of BD initiatives, track PPA auction, government auction and a pipeline of new opportunities.
 Connect with channel partners and ability to develop new ones, good in presentation and communications skills.
 Evaluate new business opportunity for the group backed by extensive research and analysis.
 Proficient in MS Office
 The candidate should be part of monthly review process of business.
Requirements
Minimum Educational Requirement, & any industry preference
 B Tech – Premier School
 MBA - Premier School
Additional Information
No. of Years of Experience
3-5 Years",20:18:42,04/01/2021
32,Marketing Analyst EMEA,Elements,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=b3400f2bd8dcf171&fccid=7192225551e7b1a7&vjs=3,None,None,"We are seeking a proactive and globally minded analyst to coordinate and deliver data-led insights to elevate content and ensure we are reaching our target audience with the right message.
A key member of the team, you will be responsible for generating actionable market and customer intelligence. These insights fuel the creation and optimization of content that is designed to promote Elements Global Services as the industry leader. With strong analytical and critical thinking, you will be fully informed on market trends, other parties research and implement best practices throughout.
Key Responsibilities:
Provide data-led insights to drive the creation of content
Partner with internal stakeholders for long and short-term projects
Responsible for tracking, reporting, and analyzing the performance of marketing activities, ad-hoc analytic requests, and development/automation of regular reports
Analyzes external and internal customer data to predict and evaluates customers' online behavior
Interpret data, formulate reports and make recommendations that are evidence based
Analyzes A/B and multivariate tests, communicate results and provide recommendations
Creates PowerPoint presentations to provide market and customer insights
Devise and/or evaluate methods for collecting data (surveys, questionnaires, opinion polls)
Advises other marketing functions as the knowledge owner for customer and market data
Requirements and qualifications:
2 years of work experience in marketing research, statistical or data analysis (or academic equivalent)
Strong organizational, communication and presentation skills
Proven ability in handling concurrent projects with attention to detail and accuracy
Experience building and automating management level reporting
Possess search engines, web analytics and business research tools acumen
Proficiency in Microsoft Office Suite Preferred
This position description may not describe all duties, responsibilities, and skills associated with this position. It is intended to portray the major aspects of the job. Other duties or skills may be required.
At Elements Global Services, we consider ourselves a global team and as a team player, you are expected to be flexible where necessary to meet the needs of the wider business.
Elements provide equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.",20:18:44,04/01/2021
33,Data Analyst (Team Leader),Credicxo Tech Pvt. Ltd.,"Anand Vihar, Delhi, Delhi",https://in.indeed.com/company/Credicxo-Tech-Pvt.-Ltd./jobs/Data-Analyst-fbbcc25dff6847ef?fccid=aa9be1b63a4be7b5&vjs=3,None,"₹5,00,000 - ₹7,00,000 a year","Qualification : B.E, B.Tech, M.Tech
Experience : 2 +years
Roles and Responsibilities :
- 2+ years of Analytics experience in developing applications using Python, predictive modeling and analysis.
- Experience with MySQL, MongoDB, Django and Server Side Scripting
- Proficiency in Data Analytic tools.
- Strong analytical and problem solving skills.
- Knowledge of Agile development practices and scrum methodology.
- A team player with excellent written and verbal communication skills and reporting skills.
- Ability to successfully work under tight project deadlines.
- You will have to build, maintain and improve complex data analysis models that help the senior management of our clients track their business and take strategic decisions
Job Types: Full-time, Contract
Salary: ₹500,000.00 - ₹700,000.00 per year
Schedule:
Morning shift
Supplemental Pay:
Yearly bonus
Education:
Bachelor's (Preferred)
COVID-19 Precaution(s):
Sanitising, disinfecting, or cleaning procedures in place
Speak with the employer
+91 9716042736",20:18:46,04/01/2021
34,Data Analyst,Tidal Vape,"Delhi, Delhi",https://in.indeed.com/company/TIDAL-VAPE-UK/jobs/Data-Analyst-680c4d7905128fa9?fccid=a810143caac20678&vjs=3,None,"₹20,000 - ₹45,000 a month","About This Role
We are looking for a Data Analyst who can help us dig into raw data, analyse it and draw conclusions that help in making business decisions.You must possess the ability to draw conclusions from multiple large data sets and create actionable-insights and direction for businesses. You will work closely with the Directors to drive the business forward.
You must be able to
· Draw conclusions
· Back up your conclusions with the data
· Provide a clear and precise plan to improve or capitalise on key metrics.
· Manipulate datasets
· Lead all elements of the business' data analysis
· Forecast and prepare forecast reports
· Visualise data in a clear and precise manner
· Have an incredible eye for detail
· Be experienced with the latest data processing technologies
· Communicate clearly and effectively in English
· Create business intelligence dashboards
· Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality
· Work with management to prioritize business and information needs
· Locate and define new process improvement opportunities
Benefits of working with us
Work from the comfort of your home full-time (during COVID + after). Our team is 100% remote.
Relaxed working environment
Flexible working hours
If this interests you and you think you have the skills be our data analyst, please apply and submit your curriculum vitae and cover letter. We look forward to chatting with you about this position and learning more about you.
Job Type: Full-time
Salary: ₹20,000.00 - ₹45,000.00 per month
Experience:
total work: 5 years (Required)
Job Types: Full-time, Part-time
Salary: ₹20,000.00 - ₹45,000.00 per month
Experience:
work: 5 years (Preferred)
total work: 5 years (Preferred)
Education:
Bachelor's (Preferred)",20:18:47,04/01/2021
35,Business Analyst - E-Commerce,Happily Unmarried,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=a5f7eb2c2626938d&fccid=bdc8bc8a7a6c2698&vjs=3,None,None,"Opening for the position of Business Analyst - E-Commerce
Business Unit Overview
This role of Business Analyst is in the E-Commerce/ Online Business team. There are two streams of business that the Online Business team works on - Our Own Website (www.ustraa.com, www.happilyunmarried.com) and Marketplaces (Amazon, Flipkart, Myntra, Big Basket, Paytm, Shopclues).
Who we are looking for:
An ideal candidate is someone with good problem solving, analytical and people skills.
Someone who loves working with numbers
Someone with working knowledge of Excel, SQL (This is a data heavy role)
Someone who will able to work in a fast paced, dynamic environment and should be one who is not fazed by ambiguity.
Prior experience in E-Commerce would be a plus but is not necessary.
Roles & Responsibilities
This role would require the individual to work as a Business Analyst in our Online Business Team and play a key role in providing key business insights to Management and drive data based decision making:
Task Category
Task Description

Business Analysis
Analysis to identify key insights, trends and patterns by using available business Data. Identify issues/ opportunities and suggest (and drive) solutions.

Periodic Reporting (BI)
Track and report key business metrics periodically (Daily, Weekly, Monthly)

Business Profitability
Track profitability of website business

Retention Research
Track customer cohorts and diving deep to find drivers of repeat business across geos, product categories etc

Automation
Automate all repetitive processes to drive efficiency


Interested? Send us your resume on careers@happilyunmarried.com.",20:18:49,04/01/2021
36,Business Intelligence Analyst,ScoopWhoop,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=55d91284c3ba7df5&fccid=6d4bbaf1cd8e20a1&vjs=3,None,None,"Experience:
5-12 year

CTC:
5 - 12 LPA

Job Description:

Develop and manage BI and MIS solutions
Provide reports, processes and applications through the application life cycle(VBA, Macros etc)
Collaborate with business users (Work with all cross functional teams)
Analyze business processes and requirements
Create and maintain documentation including requirements, design and user manuals
Identify opportunities to improve processes and strategies with technology solutions

Identify development needs in order to improve and streamline operations


Requirements:

Excellent analytical and problem-solving skills
Ability to contribute both independently and as part of a team
Excellent listening, communication, interpersonal and presentation skills
Ability to read code and support applications, reports and processes
SQL/Query skills including SQL objects development, performance tuning, data analysis and integration
Knowledge in Technology such as C++, VSTO, SharePoint, SAS, Power BI, MEAN Stack are a big plus",20:18:52,04/01/2021
37,"Finance Manager, Financial/Business Analyst",Wings Brand Activations India Private Limited,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=24b3a472010741fa&fccid=c8db5f427c32b7ef&vjs=3,None,"₹5,40,000 a year","Hiring ""DSA- Channel Manager""
Hiring ""DSA- Channel Manager""
Job description
Roles and Responsibilities

Manage DSA (Direct Sales Manager) who sources loans application.
Enroll DSAs, train them for business.
Manage Monthly Business Volume and other Business Metrics through them
Monitor Daily file flow form DSAs, interact with DSA owners staff for business
Interact with credit department for approval status of files sourced by DSA.
To have the proper knowledge of product features, term and conditions & process
Manage timely turn-around of individual case-files, Monthly target delivery

Skillset:
experience with a DSA / Aggregator is preferred
High sales orientation to meet the sales targets consistently
Ability to manage complex client situations
Banking professionals with strong understanding of credit operations are also welcome
Ability to Prevent Solve Problem ,Logical thinking
Result orientation , Initiative
Creativity and Innovation
Perseverance
Team work and cooperation
Experienced in selling unsecured loans, personal loans, credit cards or insurance products.
Knowledge about PL account, Balance sheet and business bank statements.



Communication Skills:
Conversant in local language and English
Experience: Minimum 2 years of Industry experience.
Work Location Delhi, Mumbai, Hyderabad & Bangalore

Number of Openings:
Delhi - 2
Mumbai - 2
Hyderabad - 1
Bangalore 1

Salary: Rs.40,000/- CTC to Rs.45,000/-",20:18:53,04/01/2021
38,Business Analyst Executive ( Work From Home ),GFN D’selva infotech,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=8ed1d59ffb7a5858&fccid=95748c5f0b054e38&vjs=3,None,None,"JOB DESCRIPTION : We are looking for an enthusiastic, innovative and energetic candidates with the right professional attitude.Business Analyst Executive Job Responsibilities:Help Customer analyze benefits of using our ERP software in their business. To be able to convince customer and show the ability of our ERP to help customer achieve greater goals, have full visibility over all the process in the organization by giving them demo of our ERP software. Business Analyst Executive Job Duties: • Help client understand benefits of our software and how it can help them grow and compete with their competitors. • Train employees at client site • Meet and give demos to Clients i.e. Directors and Owners of the organization. • Should have no issues in travelling to client location for giving training and demo. Business Analyst Executive Skills: Presentation Skills, Client Relationships, Energetic, Good Communication Skill, Helping Nature, Creative and Enthusiasm.Qualification Eligibility is as follows:Only MALE Candidate • B.TECH • BCA, MCA • MBA( Experience : 0-1 Year )Location: Delhi/NCR , Bahadurgarh Package offered:-Best in Industry",20:18:55,04/01/2021
39,Data Processing Analyst I,Arrow Electronics,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=558ade245e643188&fccid=38ee0d4d719341c1&vjs=3,3.5,None,"Position:
Data Processing Analyst I
Job Description:
Data Processing Analyst
What You’ll Be Doing
Collects detailed product specifications following the company business processes.
Involved during the different data development stages, including but not limited to Part number decoding, Electrical/ performance characteristics, compliance, and Lifecycle data collection, though they may specialize in just one area.
Researches various websites and is able, with the team lead guidance to create new taxonomy nodes with relevant attributes.
Familiar with both new and alternate component sourcing.
Familiar with RoHS, and other industry standards.
Familiar with manufacturer PCNs, EOL processing.
Identify new ways to leverage data and information to drive insights and better understand customer and employee experiences by interpreting structured/unstructured customers feedback and translating the information to business cases and storylines
Properly document business processes and procedures
What We Are Looking For
Has discretion to vary from established procedures
Has related work experience or has work experience but formal training in theories/concepts in own function is plus
Works under general supervision
Strong communication skills and problem-solving skills
Proactive and quick learning skills
A team player capable of working and integrating cross-functional team for implementing project requirements. Experience in technical requirements gathering and documentation
Ability to work effectively and independently in a fast paced agile environment with tight deadlines
Strong knowledge in data pre-processing and by using various tools through in analytics/visualization tool setup, configuration, and administration
Good at Microsoft office and relative tools such as power APP, Automate workflow and sharepoint
Support: (Associate)
Has advanced specialized skills or is multi-skilled through job-related training and considerable on-the-job experience
Works independently; receives minimal guidance
Acts as an informal resource for colleagues
Identifies and resolves key issues and patterns from partial/conflicting data
Takes a broad perspective to problems and spots new, less obvious solutions
A senior level support role
What’s In It For You
Training and professional development
Performance coaching
Work with fun team in a supportive environment
Work at a strong and growing company
Community involvement opportunities
About Converge An Arrow Company
Converge, an Arrow company, is your full-service global supply chain partner and industry-leading electronic components distributor. We focus on helping to create component lifecycle and process management plans and guiding you through challenging market conditions, inventory and supply chain needs.
Our data-driven, customer-centric solutions are customized to fit an organization’s goals and future needs. Strategic plans are based on product data, proprietary market intelligence and over 35 years of technology experience.
Converge started out in 1980, as New England Circuit Sales, an independent broker of computer chips. Amazingly, that was one year before the invention of MS-DOS and the IBM-PC. The world has changed and so have we. Converge has evolved from an industry-leading electronics component distributor to a full-service, global supply chain partner.
Location:
IN-Gurgaeon, Delhi, India
Time Type:
Full time
Job Category:
Engineering and Technology",20:18:57,04/01/2021
40,Sr. Business Analyst,Sentieo,"New Delhi, Delhi",https://in.indeed.com/rc/clk?jk=f675d11038a1f689&fccid=edf61cc3a19552f1&vjs=3,None,None,"Sentieo is powering the future of financial and corporate research in a $30B market. Our vision is to create a world where competitive organizations have the insights they need to win. Built by former hedge fund analysts, we empower competitive investors and corporations to rapidly discover insights so they can make smarter investments and execute winning strategies. Supporting a global customer base of over 900 clients, we are excited to propel Sentieo into the next phase of our company’s global growth - from advanced, unprecedented product development to accelerated team scaling and expansion. Join our team as we reimagine the future of fintech.

You will be responsible for working with various teams across Sales, Marketing and Product and helping them with their business problems. You will be expected to understand the problem, form a hypothesis and validate those using data. However, unlike in consulting, the buck doesn't stop there. You will be expected to craft a solution and implement it as well.
The kind of problems you will be expected to solve:
What types of customers have the highest conversion rate.
Which features in the product are used the most.
What customers are at risk of churn due to low feature usage.
How do we define and find sticky features.
What attributes cause salespeople to have greater success in closing a deal.
Responsibilities:
Ensuring efficient and on-time delivery of project tasks and milestones.
Provide leadership to team members and peers by collaborating with others; identifying and initiating projects; managing resources; driving the resolution of issues.
Identify, create and facilitate process design changes by conducting business and systems process analysis.
Provide and support the implementation of business solutions by building relationships and partnerships with key stakeholders and adapting to competing demands.
Collaborate closely with developers to implement the requirements, provide necessary guidance to testers during the QA process; Assess business process and system inefficiencies.
Requirements:
Undergraduate degree from top tier university, BS in Engineering, Computer Science or Math a plus.
At least 2-3 years of work experience either in Consulting or Analytics - Must have experience working on large scale projects as well as handling day-to-day operational requests from the business.
Strong project management and excellent communication skills.
Proficiency in one of these is a must: SQL, Microsoft Excel, Python, R.
Humility (this is one of our core values, check your ego at the door)
Willingness to get your hands dirty (this role runs the gamut and you will be working on everything and anything to improve the business).
EEO

Our company values diversity and believes diverse teams make innovation possible. We work on complex, difficult problems with no linear or clear solutions. We believe that a diverse team can bring different perspectives and approaches, and whose experiences reflect the full set of clients we seek to serve. As such, Sentieo is committed to a diverse representation among our employees.",20:18:59,04/01/2021
41,Business Analyst - Chatbot,URS Systems Private Limited,"Delhi, Delhi",https://in.indeed.com/rc/clk?jk=a624df3a357d4ec9&fccid=483e0a7182e3356b&vjs=3,None,None,"Chatbot BA
1. Interface with the business teams to understand & identify conversational AI needs.
2. Architect the business needs into practical and production quality chatbot / digital assistant solution, leveraging natural language understanding and machine learning.
3. Design, development and end to end implementation experience using RASA platform.
4. Python Knowledge.
5. Maintain documentation pertaining to chatbot conversational flows, intents, platform configurations and best practices.
6. Establish and promote design guidelines, best practices and standards

4.00-9.00 Years",20:19:01,04/01/2021
42,Business Development Specialist,Ability Quiver,"New Delhi, Delhi",https://in.indeed.com/company/Ability-Quiver/jobs/Business-Development-Specialist-649f1575b7abde15?fccid=f484d855491c3a72&vjs=3,None,"₹9,000 - ₹15,000 a month","Position: Business Analyst
*
Experience: 1-3 yrs
Salary: 9k-15k +Incentives
Job Type: full time
*
*
We are looking for an ambitious and energetic candidate.
Strong Presentation, Negotiation & sales closing Skills.
Responsible for making marketing strategies and implementing the same.
Research and build relationships with new and existing clients.
Generate requirements from new and existing clients.
Excellent written and verbal communication skills.
Proven working experience in business development
Should have experience in all stages of the sales process from lead generation
to conversion.
Time management and planning skills.
*
*
Job Responsibilities BD
- Building business relationships with current and potential clients.
- Maintain fruitful relationships with clients and address their needs effectively.
- Answering potential client questions and follow up call questions.
- Meeting or exceeding annual sales goals.
- Collaborating with management on sales goals, planning, and forecasting.
- Lead generation from different platforms.
*
Job Type: Full-time
Salary: ₹9,000.00 - ₹15,000.00 per month
Schedule:
Day shift
Supplemental Pay:
Commission pay
Performance bonus
Industry:
Human Resources
Work Remotely:
Temporarily due to COVID-19",20:19:02,04/01/2021
